F,VENUE,TEAMS,DATE,Win,Road PTS,Home PTS,1Q,2Q,3Q,4Q,OT1,OT2,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,AST,PF,STL,TO,BLK,PTS,POSS,PACE,OEFF,DEFF,TEAM REST DAYS,DATASET
82,Road,Las Vegas,8/18/2020,0,82,84,25,21,12,24,,,200,28,74,5,18,21,24,6,26,32,22,11,10,7,6,82,85.56,85.56,95.839177186,100.961538462,2,WNBA 2020 Regular Season
84,Home,Connecticut,8/18/2020,1,62,84,19,18,21,26,,,200,33,72,7,17,11,13,13,26,39,21,14,8,11,4,84,75.72,75.72,110.935023772,80.561330561,1,WNBA 2020 Regular Season
62,Road,Indiana,8/18/2020,0,62,84,12,22,18,10,,,200,26,66,4,22,6,9,8,18,26,19,16,5,15,6,62,76.96,76.96,80.561330561,110.935023772,2,WNBA 2020 Regular Season
105,Home,Seattle,8/18/2020,1,64,105,27,34,23,21,,,200,41,77,13,25,10,12,8,31,39,27,16,18,16,6,105,90.28,90.28,116.30482942,73.26007326,1,WNBA 2020 Regular Season
64,Road,New York,8/18/2020,0,64,105,16,12,14,22,,,200,22,67,6,27,14,19,11,26,37,12,16,8,23,1,64,87.36,87.36,73.26007326,116.30482942,2,WNBA 2020 Regular Season
83,Home,Los Angeles,8/19/2020,1,74,83,24,18,20,21,,,200,30,69,4,15,19,25,5,29,34,17,12,12,9,2,83,84,84,98.80952381,92.039800995,3+,WNBA 2020 Regular Season
74,Road,Phoenix,8/19/2020,0,74,83,10,16,23,25,,,200,29,66,7,21,9,10,7,30,37,23,18,5,17,3,74,80.4,80.4,92.039800995,98.80952381,2,WNBA 2020 Regular Season
91,Home,Minnesota,8/19/2020,1,84,91,16,23,22,30,,,200,31,61,14,23,15,20,8,27,35,19,19,4,15,3,91,76.8,76.8,118.489583333,110.701107011,3+,WNBA 2020 Regular Season
84,Road,Dallas,8/19/2020,0,84,91,24,19,22,19,,,200,26,64,9,26,23,27,10,22,32,15,17,11,10,3,84,75.88,75.88,110.701107011,118.489583333,2,WNBA 2020 Regular Season
98,Home,Washington,8/19/2020,1,91,98,22,23,30,23,,,200,35,70,12,34,16,20,9,19,28,27,17,7,11,0,98,80.8,80.8,121.287128713,120.882040383,3+,WNBA 2020 Regular Season
91,Road,Atlanta,8/19/2020,0,91,98,24,15,24,28,,,200,38,69,8,18,7,12,13,22,35,26,18,5,14,2,91,75.28,75.28,120.882040383,121.287128713,2,WNBA 2020 Regular Season
90,Home,Indiana,8/20/2020,1,84,90,19,25,27,19,,,200,34,77,12,24,10,14,14,32,46,23,19,7,17,0,90,86.16,86.16,104.456824513,102.43902439,1,WNBA 2020 Regular Season
84,Road,Seattle,8/20/2020,0,84,90,19,22,22,21,,,200,28,64,5,21,23,25,5,25,30,17,17,13,12,8,84,82,82,102.43902439,104.456824513,1,WNBA 2020 Regular Season
99,Home,Las Vegas,8/20/2020,1,78,99,25,28,23,23,,,200,36,64,4,11,23,27,7,30,37,25,16,10,15,0,99,83.88,83.88,118.025751073,92.067988669,1,WNBA 2020 Regular Season
78,Road,Connecticut,8/20/2020,0,78,99,27,15,18,18,,,200,30,69,7,23,11,13,6,20,26,19,22,8,16,2,78,84.72,84.72,92.067988669,118.025751073,1,WNBA 2020 Regular Season
85,Home,New York,8/20/2020,0,101,85,21,23,23,18,,,200,30,69,3,19,22,23,7,28,35,15,19,8,16,7,85,88.12,88.12,96.459373581,111.577551922,1,WNBA 2020 Regular Season
101,Road,Chicago,8/20/2020,1,101,85,23,34,24,20,,,200,42,80,11,23,6,8,5,25,30,24,21,8,12,5,101,90.52,90.52,111.577551922,96.459373581,1,WNBA 2020 Regular Season
85,Home,Atlanta,8/21/2020,0,93,85,17,18,23,23,4,,225,33,69,8,19,11,18,7,27,34,27,27,13,29,1,85,98.92,87.928888889,85.928022645,98.72611465,1,WNBA 2020 Regular Season
93,Road,Los Angeles,8/21/2020,1,93,85,25,15,16,25,12,,225,30,67,8,18,25,30,7,29,36,21,24,14,21,2,93,94.2,83.733333333,98.72611465,85.928022645,1,WNBA 2020 Regular Season
101,Home,Dallas,8/21/2020,1,92,101,28,28,20,12,13,,225,33,67,11,25,24,27,2,25,27,22,21,10,11,5,101,87.88,78.115555556,114.929449249,106.284658041,1,WNBA 2020 Regular Season
92,Road,Washington,8/21/2020,0,92,101,17,19,29,23,4,,225,31,73,9,19,21,24,14,29,43,20,22,6,17,3,92,86.56,76.942222222,106.284658041,114.929449249,1,WNBA 2020 Regular Season
80,Home,Phoenix,8/21/2020,0,90,80,24,18,16,22,,,200,25,60,7,28,23,29,6,23,29,15,25,9,15,5,80,81.76,81.76,97.847358121,113.350125945,1,WNBA 2020 Regular Season
90,Road,Minnesota,8/21/2020,1,90,80,26,25,18,21,,,200,26,58,9,19,29,35,8,26,34,20,22,9,14,3,90,79.4,79.4,113.350125945,97.847358121,1,WNBA 2020 Regular Season
87,Home,Chicago,8/22/2020,1,76,87,27,16,24,20,,,200,32,68,7,18,16,18,10,17,27,18,17,9,12,1,87,77.92,77.92,111.652977413,97.38595592,1,WNBA 2020 Regular Season
76,Road,Indiana,8/22/2020,0,76,87,12,22,21,21,,,200,29,54,4,16,14,16,4,23,27,18,13,7,21,3,76,78.04,78.04,97.38595592,111.652977413,1,WNBA 2020 Regular Season
82,Home,Connecticut,8/22/2020,1,65,82,24,21,21,16,,,200,33,74,5,23,11,15,7,28,35,23,19,12,9,3,82,82.6,82.6,99.273607748,85.1231011,1,WNBA 2020 Regular Season
65,Road,New York,8/22/2020,0,65,82,16,22,11,16,,,200,20,54,8,29,17,19,4,31,35,19,19,6,18,3,65,76.36,76.36,85.1231011,99.273607748,1,WNBA 2020 Regular Season
82,Home,Las Vegas,8/22/2020,1,74,82,19,26,24,13,,,200,30,68,2,11,20,25,8,36,44,21,12,7,16,3,82,87,87,94.252873563,83.938294011,1,WNBA 2020 Regular Season
74,Road,Seattle,8/22/2020,0,74,82,18,11,23,22,,,200,28,75,7,26,11,14,6,28,34,23,21,10,13,3,74,88.16,88.16,83.938294011,94.252873563,1,WNBA 2020 Regular Season
84,Home,Los Angeles,8/23/2020,1,81,84,25,13,21,25,,,200,35,64,4,10,10,14,6,24,30,20,18,5,12,3,84,76.16,76.16,110.294117647,104.705274043,1,WNBA 2020 Regular Season
81,Road,Dallas,8/23/2020,0,81,84,20,22,24,15,,,200,28,67,8,23,17,19,12,22,34,15,18,10,14,2,81,77.36,77.36,104.705274043,110.294117647,1,WNBA 2020 Regular Season
75,Home,Minnesota,8/23/2020,0,78,75,25,16,16,18,,,200,29,70,6,25,11,12,10,21,31,16,12,8,13,3,75,78.28,78.28,95.809913132,99.642309658,1,WNBA 2020 Regular Season
78,Road,Atlanta,8/23/2020,1,78,75,15,15,27,21,,,200,32,67,6,15,8,12,8,24,32,23,15,8,14,4,78,78.28,78.28,99.642309658,95.809913132,1,WNBA 2020 Regular Season
87,Home,Washington,8/23/2020,0,88,87,17,22,26,22,,,200,32,77,14,27,9,15,10,20,30,20,21,9,11,4,87,84.6,84.6,102.836879433,110.608345902,1,WNBA 2020 Regular Season
88,Road,Phoenix,8/23/2020,1,88,87,19,19,23,27,,,200,29,61,10,22,20,24,8,29,37,19,20,5,16,9,88,79.56,79.56,110.608345902,102.836879433,1,WNBA 2020 Regular Season
99,Home,Chicago,8/25/2020,0,101,99,29,20,26,24,,,200,33,71,10,25,23,29,12,22,34,20,13,5,9,2,99,80.76,80.76,122.585438336,123.592755751,2,WNBA 2020 Regular Season
101,Road,New York,8/25/2020,1,101,99,22,24,32,23,,,200,38,68,14,30,11,13,4,25,29,26,22,7,12,3,101,81.72,81.72,123.592755751,122.585438336,2,WNBA 2020 Regular Season
92,Home,Dallas,8/25/2020,0,96,92,24,19,24,25,,,200,31,75,15,40,15,20,14,23,37,15,30,2,11,3,92,80.8,80.8,113.861386139,124.223602484,1,WNBA 2020 Regular Season
96,Road,Las Vegas,8/25/2020,1,96,92,23,29,24,20,,,200,31,64,2,6,32,37,11,28,39,22,20,6,8,2,96,77.28,77.28,124.223602484,113.861386139,2,WNBA 2020 Regular Season
87,Home,Seattle,8/25/2020,1,74,87,22,24,16,25,,,200,31,62,3,10,22,27,8,22,30,19,16,13,12,5,87,77.88,77.88,111.710323575,93.908629442,2,WNBA 2020 Regular Season
74,Road,Indiana,8/25/2020,0,74,87,23,12,16,23,,,200,25,64,8,26,16,20,12,23,35,17,20,7,18,3,74,78.8,78.8,93.908629442,111.710323575,2,WNBA 2020 Regular Season
79,Home,Atlanta,8/28/2020,0,88,79,25,18,15,21,,,200,31,69,6,16,11,16,6,28,34,18,24,5,16,4,79,86.04,86.04,91.817759182,103.529411765,3+,WNBA 2020 Regular Season
88,Road,Minnesota,8/28/2020,1,88,79,25,26,18,19,,,200,29,72,7,28,23,25,11,29,40,22,19,9,13,3,88,85,85,103.529411765,91.817759182,3+,WNBA 2020 Regular Season
76,Home,Connecticut,8/28/2020,0,80,76,20,19,24,13,,,200,31,63,7,17,7,7,8,24,32,19,25,12,23,2,76,81.08,81.08,93.734583128,99.00990099,3+,WNBA 2020 Regular Season
80,Road,Los Angeles,8/28/2020,1,80,76,18,14,27,21,,,200,29,60,6,16,16,20,5,19,24,16,17,11,17,0,80,80.8,80.8,99.00990099,93.734583128,3+,WNBA 2020 Regular Season
94,Home,Phoenix,8/28/2020,1,72,94,16,17,29,32,,,200,33,58,13,26,15,15,4,27,31,25,15,7,14,6,94,74.6,74.6,126.00536193,89.552238806,3+,WNBA 2020 Regular Season
72,Road,Washington,8/28/2020,0,72,94,19,22,14,17,,,200,28,70,9,25,7,10,7,14,21,17,16,7,13,3,72,80.4,80.4,89.552238806,126.00536193,3+,WNBA 2020 Regular Season
74,Home,Chicago,8/29/2020,0,88,74,16,18,21,19,,,200,29,68,4,21,12,14,9,22,31,20,18,11,14,4,74,79.16,79.16,93.481556342,108.214461387,3+,WNBA 2020 Regular Season
88,Road,Seattle,8/29/2020,1,88,74,20,29,26,13,,,200,30,63,4,13,24,28,9,28,37,20,13,10,15,3,88,81.32,81.32,108.214461387,93.481556342,3+,WNBA 2020 Regular Season
78,Home,Indiana,8/29/2020,0,82,78,18,19,21,20,,,200,23,57,4,16,28,36,5,26,31,16,21,7,15,4,78,82.84,82.84,94.157411878,95.348837209,3+,WNBA 2020 Regular Season
82,Road,Dallas,8/29/2020,1,82,78,28,16,12,26,,,200,27,75,7,27,21,25,11,28,39,14,24,8,11,2,82,86,86,95.348837209,94.157411878,3+,WNBA 2020 Regular Season
80,Home,Las Vegas,8/29/2020,1,63,80,19,20,17,24,,,200,30,79,6,20,14,16,12,31,43,18,14,9,8,8,80,82.04,82.04,97.513408094,79.46518668,3+,WNBA 2020 Regular Season
63,Road,New York,8/29/2020,0,63,80,18,17,21,7,,,200,22,66,9,27,10,12,9,35,44,13,19,6,17,6,63,79.28,79.28,79.46518668,97.513408094,3+,WNBA 2020 Regular Season
84,Home,Los Angeles,8/30/2020,1,79,84,17,20,21,26,,,200,36,72,4,14,8,11,7,27,34,19,17,8,13,3,84,82.84,82.84,101.400289715,96.294490492,1,WNBA 2020 Regular Season
79,Road,Atlanta,8/30/2020,0,79,84,19,19,18,23,,,200,31,75,5,11,12,16,15,30,45,16,16,6,15,3,79,82.04,82.04,96.294490492,101.400289715,1,WNBA 2020 Regular Season
79,Home,Minnesota,8/30/2020,0,83,79,18,18,15,28,,,200,30,74,6,23,13,14,8,22,30,17,19,11,11,2,79,83.16,83.16,94.997594998,105.329949239,1,WNBA 2020 Regular Season
83,Road,Phoenix,8/30/2020,1,83,79,33,18,14,18,,,200,29,65,8,30,17,20,12,29,41,20,19,5,17,7,83,78.8,78.8,105.329949239,94.997594998,1,WNBA 2020 Regular Season
63,Home,Washington,8/30/2020,0,76,63,15,13,15,20,,,200,19,59,8,26,17,19,8,25,33,16,10,7,16,2,63,75.36,75.36,83.598726115,100.052659294,1,WNBA 2020 Regular Season
76,Road,Connecticut,8/30/2020,1,76,63,19,20,18,19,,,200,31,68,9,19,5,9,9,26,35,26,15,8,13,2,76,75.96,75.96,100.052659294,83.598726115,1,WNBA 2020 Regular Season
77,Home,Indiana,8/31/2020,0,100,77,18,19,23,17,,,200,28,72,4,18,17,21,11,27,38,24,21,7,13,3,77,83.24,83.24,92.503604037,117.924528302,1,WNBA 2020 Regular Season
100,Road,Chicago,8/31/2020,1,100,77,21,29,21,29,,,200,38,70,7,19,17,20,5,28,33,29,20,7,11,5,100,84.8,84.8,117.924528302,92.503604037,1,WNBA 2020 Regular Season
96,Home,Minnesota,8/31/2020,1,78,96,19,30,22,25,,,200,37,69,14,27,8,10,6,26,32,30,13,5,7,3,96,74.4,74.4,129.032258065,104.389721627,3IN4-B2B,WNBA 2020 Regular Season
78,Road,Los Angeles,8/31/2020,0,78,96,26,14,18,20,,,200,30,67,10,25,8,13,8,22,30,19,12,3,10,3,78,74.72,74.72,104.389721627,129.032258065,3IN4-B2B,WNBA 2020 Regular Season
102,Home,Atlanta,9/1/2020,1,90,102,27,16,25,34,,,200,37,69,10,20,18,22,6,26,32,21,25,7,9,2,102,81.68,81.68,124.877571009,110.078277886,1,WNBA 2020 Regular Season
90,Road,Indiana,9/1/2020,0,90,102,27,11,26,26,,,200,31,70,6,19,22,29,13,23,36,19,15,6,12,5,90,81.76,81.76,110.078277886,124.877571009,3IN4-B2B,WNBA 2020 Regular Season
85,Home,Las Vegas,9/1/2020,0,92,85,26,19,19,21,,,200,32,75,3,10,18,21,13,31,44,21,14,6,12,2,85,83.24,83.24,102.114368092,113.188976378,2,WNBA 2020 Regular Season
92,Road,Phoenix,9/1/2020,1,92,85,27,25,21,19,,,200,34,74,14,32,10,12,6,30,36,26,19,4,8,12,92,81.28,81.28,113.188976378,102.114368092,1,WNBA 2020 Regular Season
65,Home,New York,9/1/2020,0,70,65,8,24,16,17,,,200,19,55,6,22,21,27,3,32,35,13,20,7,18,6,65,81.88,81.88,79.384465071,84.215591915,2,WNBA 2020 Regular Season
70,Road,Connecticut,9/1/2020,1,70,65,18,11,23,18,,,200,23,70,4,15,20,23,9,33,42,12,22,12,12,2,70,83.12,83.12,84.215591915,79.384465071,1,WNBA 2020 Regular Season
83,Home,Chicago,9/2/2020,0,86,83,24,16,24,19,,,200,33,67,9,30,8,9,8,29,37,23,16,11,23,6,83,85.96,85.96,96.556537925,100.986378581,1,WNBA 2020 Regular Season
86,Road,Minnesota,9/2/2020,1,86,83,28,22,22,14,,,200,33,74,10,19,10,14,11,21,32,23,14,16,16,4,86,85.16,85.16,100.986378581,96.556537925,3IN4,WNBA 2020 Regular Season
83,Home,Dallas,9/2/2020,0,91,83,23,16,23,21,,,200,27,72,13,37,16,21,12,25,37,14,24,7,11,1,83,80.24,80.24,103.439680957,116.189989785,3+,WNBA 2020 Regular Season
91,Road,Los Angeles,9/2/2020,1,91,83,17,31,24,19,,,200,31,60,9,17,20,28,7,29,36,17,16,6,13,4,91,78.32,78.32,116.189989785,103.439680957,3IN4,WNBA 2020 Regular Season
71,Home,Seattle,9/2/2020,1,64,71,26,12,19,14,,,200,24,62,5,21,18,22,11,32,43,18,10,5,13,2,71,73.68,73.68,96.362649294,87.431693989,3+,WNBA 2020 Regular Season
64,Road,Washington,9/2/2020,0,64,71,17,13,14,20,,,200,26,69,7,27,5,5,5,20,25,19,16,5,7,3,64,73.2,73.2,87.431693989,96.362649294,2,WNBA 2020 Regular Season
78,Home,Connecticut,9/3/2020,0,93,78,16,20,25,17,,,200,25,61,4,20,24,29,17,24,41,11,17,5,21,7,78,77.76,77.76,100.308641975,113.028682547,1,WNBA 2020 Regular Season
93,Road,Las Vegas,9/3/2020,1,93,78,22,21,28,22,,,200,38,73,5,12,12,12,6,17,23,25,18,11,10,5,93,82.28,82.28,113.028682547,100.308641975,1,WNBA 2020 Regular Season
56,Home,New York,9/3/2020,0,62,56,21,8,16,11,,,200,19,73,6,35,12,17,12,35,47,10,12,8,16,5,56,84.48,84.48,66.287878788,72.975517891,1,WNBA 2020 Regular Season
62,Road,Atlanta,9/3/2020,1,62,56,18,13,17,14,,,200,26,81,2,18,8,9,12,37,49,11,14,9,12,8,62,84.96,84.96,72.975517891,66.287878788,1,WNBA 2020 Regular Season
105,Home,Phoenix,9/3/2020,1,81,105,35,19,29,22,,,200,40,77,11,28,14,18,7,26,33,22,22,10,10,8,105,87.92,87.92,119.426751592,92.045454545,1,WNBA 2020 Regular Season
81,Road,Indiana,9/3/2020,0,81,105,24,22,17,18,,,200,28,67,7,17,18,25,8,27,35,17,16,3,18,4,81,88,88,92.045454545,119.426751592,3IN4,WNBA 2020 Regular Season
75,Home,Dallas,9/4/2020,0,88,75,24,25,14,12,,,200,27,64,5,26,16,16,3,20,23,18,22,8,10,3,75,78.04,78.04,96.104561763,112.474437628,1,WNBA 2020 Regular Season
88,Road,Minnesota,9/4/2020,1,88,75,25,16,28,19,,,200,31,70,10,21,16,21,13,30,43,22,15,6,12,0,88,78.24,78.24,112.474437628,96.104561763,1,WNBA 2020 Regular Season
89,Home,Los Angeles,9/4/2020,0,90,89,25,24,20,20,,,200,33,62,8,19,15,16,3,22,25,20,20,7,13,6,89,79.04,79.04,112.601214575,109.011627907,1,WNBA 2020 Regular Season
90,Road,Seattle,9/4/2020,1,90,89,18,27,24,21,,,200,32,66,7,20,19,24,8,22,30,25,17,10,14,4,90,82.56,82.56,109.011627907,112.601214575,1,WNBA 2020 Regular Season
79,Home,Washington,9/4/2020,1,69,79,32,13,16,18,,,200,31,64,10,29,7,8,4,27,31,26,12,7,9,1,79,72.52,72.52,108.935466078,93.142548596,1,WNBA 2020 Regular Season
69,Road,Chicago,9/4/2020,0,69,79,21,19,14,15,,,200,28,63,7,26,6,7,4,25,29,18,14,5,12,2,69,74.08,74.08,93.142548596,108.935466078,1,WNBA 2020 Regular Season
79,Home,Atlanta,9/5/2020,0,89,79,23,21,17,18,,,200,34,76,1,12,10,15,7,23,30,16,17,9,9,4,79,84.6,84.6,93.380614657,105.801236329,1,WNBA 2020 Regular Season
89,Road,Las Vegas,9/5/2020,1,89,79,21,24,20,24,,,200,33,63,4,12,19,23,5,33,38,19,17,8,16,3,89,84.12,84.12,105.801236329,93.380614657,1,WNBA 2020 Regular Season
77,Home,Indiana,9/5/2020,0,96,77,16,21,21,19,,,200,28,62,9,22,12,14,8,23,31,24,15,3,19,4,77,79.16,79.16,97.271349166,125.195618153,1,WNBA 2020 Regular Season
96,Road,Connecticut,9/5/2020,1,96,77,20,27,29,20,,,200,36,70,3,9,21,22,9,24,33,25,15,13,6,4,96,76.68,76.68,125.195618153,97.271349166,1,WNBA 2020 Regular Season
83,Home,Phoenix,9/5/2020,1,67,83,23,22,23,15,,,200,31,75,10,30,11,14,8,35,43,12,21,4,10,9,83,83.16,83.16,99.807599808,86.384734399,1,WNBA 2020 Regular Season
67,Road,New York,9/5/2020,0,67,83,19,19,16,13,,,200,22,81,4,35,19,24,21,32,53,10,18,4,7,3,67,77.56,77.56,86.384734399,99.807599808,1,WNBA 2020 Regular Season
86,Home,Los Angeles,9/6/2020,1,80,86,22,25,24,15,,,200,34,67,8,14,10,13,9,29,38,19,17,6,16,3,86,79.72,79.72,107.8775715,95.923261391,1,WNBA 2020 Regular Season
80,Road,Chicago,9/6/2020,0,80,86,30,18,22,10,,,200,33,74,8,27,6,10,10,26,36,23,19,8,15,3,80,83.4,83.4,95.923261391,107.8775715,1,WNBA 2020 Regular Season
88,Home,Minnesota,9/6/2020,0,103,88,21,17,20,30,,,200,29,62,12,26,18,21,14,20,34,21,19,7,24,0,88,81.24,81.24,108.321024126,124.757751938,1,WNBA 2020 Regular Season
103,Road,Seattle,9/6/2020,1,103,88,26,19,31,27,,,200,35,67,11,26,22,24,7,17,24,28,16,15,12,2,103,82.56,82.56,124.757751938,108.321024126,1,WNBA 2020 Regular Season
94,Home,Washington,9/6/2020,0,101,94,17,27,16,26,8,,225,38,72,6,21,12,14,4,26,30,27,21,4,14,3,94,88.16,78.364444444,106.624319419,117.006487488,1,WNBA 2020 Regular Season
101,Road,Dallas,9/6/2020,1,101,94,19,19,21,27,15,,225,33,68,10,24,25,28,4,22,26,14,14,9,10,1,101,86.32,76.728888889,117.006487488,106.624319419,1,WNBA 2020 Regular Season
70,Home,Phoenix,9/7/2020,0,85,70,17,17,14,22,,,200,21,60,7,26,21,23,7,25,32,14,15,3,16,1,70,79.12,79.12,88.473205258,104.166666667,1,WNBA 2020 Regular Season
85,Road,Connecticut,9/7/2020,1,85,70,24,16,17,28,,,200,33,75,7,18,12,15,9,27,36,22,19,7,9,3,85,81.6,81.6,104.166666667,88.473205258,1,WNBA 2020 Regular Season
92,Home,Las Vegas,9/8/2020,1,86,92,26,32,15,19,,,200,32,70,2,6,26,32,13,29,42,23,7,9,9,4,92,80.08,80.08,114.885114885,104.217159476,2,WNBA 2020 Regular Season
86,Road,Indiana,9/8/2020,0,86,92,18,23,26,19,,,200,34,70,10,23,8,8,4,24,28,24,21,6,13,3,86,82.52,82.52,104.217159476,114.885114885,2,WNBA 2020 Regular Season
70,Home,New York,9/8/2020,0,96,70,12,19,15,24,,,200,22,58,12,35,14,16,4,22,26,18,18,7,17,4,70,78.04,78.04,89.697590979,117.647058824,2,WNBA 2020 Regular Season
96,Road,Los Angeles,9/8/2020,1,96,70,25,17,26,28,,,200,37,68,8,19,14,15,4,27,31,32,19,9,11,3,96,81.6,81.6,117.647058824,89.697590979,1,WNBA 2020 Regular Season
89,Home,Washington,9/8/2020,1,86,89,24,24,19,22,,,200,33,61,9,26,14,15,6,17,23,22,13,6,10,1,89,71.6,71.6,124.301675978,118.066996156,1,WNBA 2020 Regular Season
86,Road,Minnesota,9/8/2020,0,86,89,20,21,29,16,,,200,36,66,5,18,9,11,10,18,28,17,14,4,12,2,86,72.84,72.84,118.066996156,124.301675978,1,WNBA 2020 Regular Season
89,Home,Chicago,9/9/2020,0,97,89,21,34,18,16,,,200,35,75,8,24,11,13,6,29,35,22,13,6,11,4,89,85.72,85.72,103.826411573,114.820075758,2,WNBA 2020 Regular Season
97,Road,Atlanta,9/9/2020,1,97,89,20,25,28,24,,,200,37,80,8,13,15,17,12,29,41,19,12,9,9,2,97,84.48,84.48,114.820075758,103.826411573,3+,WNBA 2020 Regular Season
95,Home,Connecticut,9/9/2020,0,100,95,13,18,33,25,6,,225,31,84,8,28,25,30,21,34,55,13,23,8,16,5,95,92.2,81.955555556,103.036876356,106.382978723,1,WNBA 2020 Regular Season
100,Road,Phoenix,9/9/2020,1,100,95,30,21,10,28,11,,225,35,82,9,33,21,25,10,29,39,24,24,7,11,7,100,94,83.555555556,106.382978723,103.036876356,1,WNBA 2020 Regular Season
107,Home,Seattle,9/9/2020,1,95,107,28,27,26,26,,,200,39,77,9,20,20,22,9,27,36,30,22,8,10,4,107,87.68,87.68,122.034671533,107.954545455,2,WNBA 2020 Regular Season
95,Road,Dallas,9/9/2020,0,95,107,29,25,20,21,,,200,33,68,8,24,21,25,3,26,29,20,24,2,12,3,95,88,88,107.954545455,122.034671533,2,WNBA 2020 Regular Season
85,Home,Indiana,9/10/2020,1,75,85,20,26,16,23,,,200,31,72,4,16,19,20,6,30,36,23,15,5,13,9,85,87.8,87.8,96.810933941,84.307553957,1,WNBA 2020 Regular Season
75,Road,New York,9/10/2020,0,75,85,24,18,20,13,,,200,30,76,6,26,9,9,6,28,34,14,23,7,15,5,75,88.96,88.96,84.307553957,96.810933941,1,WNBA 2020 Regular Season
72,Home,Los Angeles,9/10/2020,0,80,72,20,25,12,15,,,200,29,70,4,16,10,11,13,28,41,15,14,7,13,4,72,74.84,74.84,96.205237841,106.269925611,1,WNBA 2020 Regular Season
80,Road,Washington,9/10/2020,1,80,72,15,24,23,18,,,200,32,63,9,23,7,12,3,26,29,24,13,10,10,3,80,75.28,75.28,106.269925611,96.205237841,1,WNBA 2020 Regular Season
89,Home,Minnesota,9/10/2020,0,104,89,29,25,15,20,,,200,33,72,10,29,13,14,7,26,33,24,16,4,12,3,89,83.16,83.16,107.022607023,123.632905373,1,WNBA 2020 Regular Season
104,Road,Las Vegas,9/10/2020,1,104,89,25,31,25,23,,,200,37,75,10,18,20,23,7,30,37,31,13,10,6,4,104,84.12,84.12,123.632905373,107.022607023,1,WNBA 2020 Regular Season
75,Home,Connecticut,9/11/2020,0,82,75,20,16,18,21,,,200,28,64,6,21,13,20,5,31,36,16,19,4,13,5,75,80.8,80.8,92.821782178,97.340930674,1,WNBA 2020 Regular Season
82,Road,Atlanta,9/11/2020,1,82,75,15,18,23,26,,,200,31,77,3,11,17,21,10,32,42,14,17,9,8,3,82,84.24,84.24,97.340930674,92.821782178,1,WNBA 2020 Regular Season
88,Home,Dallas,9/11/2020,0,95,88,24,20,30,14,,,200,33,83,10,31,12,17,15,17,32,20,15,8,4,3,88,79.48,79.48,110.719677906,124.802942722,1,WNBA 2020 Regular Season
95,Road,Chicago,9/11/2020,1,95,88,24,26,25,20,,,200,34,59,6,11,21,23,5,32,37,25,14,3,12,6,95,76.12,76.12,124.802942722,110.719677906,1,WNBA 2020 Regular Season
60,Home,Phoenix,9/11/2020,0,83,60,14,12,11,23,,,200,15,62,3,25,27,28,11,21,32,12,16,8,14,4,60,77.32,77.32,77.599586136,103.131212724,1,WNBA 2020 Regular Season
83,Road,Seattle,9/11/2020,1,83,60,22,28,19,14,,,200,31,66,7,17,14,17,9,27,36,22,23,5,16,2,83,80.48,80.48,103.131212724,77.599586136,1,WNBA 2020 Regular Season
86,Home,Indiana,9/12/2020,0,98,86,24,24,15,23,,,200,31,68,9,26,15,17,13,19,32,27,13,5,12,2,86,74.48,74.48,115.467239527,133.733624454,1,WNBA 2020 Regular Season
98,Road,Minnesota,9/12/2020,1,98,86,23,26,23,26,,,200,38,69,13,22,9,12,10,21,31,29,12,5,9,2,98,73.28,73.28,133.733624454,115.467239527,1,WNBA 2020 Regular Season
70,Home,Los Angeles,9/12/2020,0,84,70,17,18,25,10,,,200,27,72,5,22,11,12,6,23,29,25,16,8,12,3,70,83.28,83.28,84.053794428,105.846774194,1,WNBA 2020 Regular Season
84,Road,Las Vegas,9/12/2020,1,84,70,21,22,21,20,,,200,32,61,5,9,15,19,5,33,38,22,16,6,15,4,84,79.36,79.36,105.846774194,84.053794428,1,WNBA 2020 Regular Season
58,Home,New York,9/12/2020,0,75,58,15,14,11,18,,,200,21,55,9,24,7,8,5,30,35,16,9,6,25,6,58,78.52,78.52,73.86653082,97.605413847,1,WNBA 2020 Regular Season
75,Road,Washington,9/12/2020,1,75,58,18,18,21,18,,,200,29,73,6,23,11,11,9,27,36,20,11,15,8,3,75,76.84,76.84,97.605413847,73.86653082,1,WNBA 2020 Regular Season
78,Home,Atlanta,9/13/2020,0,85,78,22,21,16,19,,,200,33,71,3,12,9,13,12,28,40,8,16,1,9,0,78,73.72,73.72,105.805751492,118.186874305,1,WNBA 2020 Regular Season
85,Road,Washington,9/13/2020,1,85,78,27,17,20,21,,,200,30,67,7,25,18,18,4,23,27,21,13,6,1,5,85,71.92,71.92,118.186874305,105.805751492,3IN4-B2B,WNBA 2020 Regular Season
79,Home,New York,9/13/2020,0,82,79,17,19,31,12,,,200,32,67,3,19,12,17,6,28,34,18,21,4,14,4,79,82.48,82.48,95.780795344,97.992351816,3IN4-B2B,WNBA 2020 Regular Season
82,Road,Dallas,9/13/2020,1,82,79,23,18,22,19,,,200,27,70,9,36,19,22,8,27,35,14,16,10,12,5,82,83.68,83.68,97.992351816,95.780795344,1,WNBA 2020 Regular Season
84,Home,Seattle,9/13/2020,0,86,84,27,17,22,18,,,200,30,73,9,21,15,20,9,26,35,19,19,5,11,4,84,83.8,83.8,100.238663484,105.031753786,1,WNBA 2020 Regular Season
